gene,AML,Adrenocortical,Bladder,Breast,Cervical,Cholangiocarcinoma,Colorectal,DLBCL,Esophageal,Glioblastoma,Head&Neck,Kidney Chromophobe,Kidney Clear Cell,Kidney Papillary,Liver,Low Grade Glioma,Lung Adeno,Lung Squamous,Melanoma,Mesothelioma,Ovarian,Pancreatic,Pheochromocytoma,Prostate,Sarcoma,Stomach,Testicular,Thymoma,Thyroid,Uterine,Uterine Carcinosarcoma,Uveal Melanoma
GPRC5B,-0.0127,-0.1031,-0.3317,-0.2219,-0.371,0.6765,-0.2831,0.4355,-0.0826,-0.0057,-0.2924,0.3228,0.0457,-0.2232,0.2055,0.189,-0.164,0.0139,0.4022,0.0607,0.1361,0.2015,-0.0346,-0.2374,-0.1385,-0.0654,-0.2135,-0.252,0.1535,-0.0784,0.0062,0.5478
SLC12A6,0.4712,-0.1942,-0.1906,-0.1612,-0.0325,0.1779,-0.2163,-0.3428,0.1479,-0.0141,0.0331,-0.0535,0.0675,0.0761,-0.0827,0.1849,-0.2357,-0.1644,-0.1641,-0.1309,-0.1558,0.2904,-0.0437,-0.0927,-0.0125,0.1191,-0.3343,-0.1086,-0.2032,-0.2917,-0.2794,-0.2967
EPOR,-0.0181,-0.0111,-0.3174,-0.3034,-0.4136,-0.0372,-0.1743,-0.3398,-0.1076,0.0315,-0.3601,-0.1806,-0.3431,-0.3332,-0.3022,0.0134,-0.2834,-0.4797,0.2058,-0.2414,-0.0972,-0.146,-0.0624,-0.3015,0.3491,-0.3736,0.0781,-0.2419,-0.4069,-0.0515,-0.0999,-0.0981
ENG,0.6942,-0.2259,-0.189,-0.2494,-0.3719,0.2484,-0.1564,0.0423,-0.0644,0.348,-0.2702,-0.3011,0.1078,-0.3187,0.0217,0.118,-0.4044,-0.5379,0.0365,-0.1552,-0.4377,0.3652,-0.0023,-0.2636,0.3018,0.1105,-0.3385,-0.2732,-0.2236,-0.3374,-0.3162,-0.1286
CNTN1,0.0462,-0.1281,-0.438,-0.0494,-0.2241,0.0396,-0.0486,-0.0,-0.1517,-0.0723,0.2515,-0.0321,-0.1132,-0.0574,-0.0537,0.2837,-0.0647,0.2914,-0.145,-0.0993,-0.1874,0.563,1.0721,-0.0661,0.0976,-0.0236,-0.2598,-0.1297,-0.0483,-0.1245,-0.1171,-0.0968
SLC6A15,0.0,-0.0134,-0.1157,-0.0605,-0.1891,0.0,-0.0143,-0.0,0.0632,-0.2724,0.6431,-0.0456,-0.0131,0.0322,0.0,-0.3007,-0.0322,0.6542,0.7608,-0.0497,-0.0232,0.0113,0.4356,0.0,0.1594,-0.013,-0.0623,-0.0183,-0.0077,-0.129,0.3048,1.1638
SGCB,0.1265,-0.018,-0.3698,-0.0433,-0.2757,0.4023,-0.122,0.2949,-0.1893,0.2656,-0.1658,0.0147,0.4079,0.2268,-0.0001,0.2275,-0.1682,-0.127,0.1176,-0.0779,-0.2608,0.5192,0.164,-0.1003,-0.0259,0.2106,-0.1662,-0.1822,-0.0043,-0.2233,-0.1416,-0.2826
GGT7,-0.1418,-0.1587,-0.2218,-0.173,-0.2562,0.1911,-0.1173,-0.1686,-0.1441,0.0047,-0.3228,-0.0646,-0.1146,-0.0808,-0.0517,-0.0086,-0.0932,-0.1297,0.0404,-0.3239,-0.1214,0.0548,0.0699,-0.2081,-0.1864,-0.2228,-0.1095,-0.1522,-0.2071,-0.2229,-0.1679,-0.2597
GPR17,0.0013,-0.0,-0.0129,-0.0286,-0.004,-0.0504,-0.0417,-0.0,-0.0842,-0.1589,-0.0086,-0.012,-0.0557,-0.041,-0.0176,0.4005,-0.0373,-0.0174,-0.0602,-0.0097,-0.066,-0.0099,-0.0279,-0.0213,-0.1059,-0.0588,-0.0158,-0.0,-0.0052,-0.0499,-0.1024,-0.0404
TTYH1,0.6038,-0.0362,-0.0847,-0.1702,-0.1596,0.7154,-0.06,-0.0065,-0.1693,0.0942,-0.1171,-0.0029,0.0029,0.0199,-0.036,0.1686,0.0047,0.018,-0.0761,-0.0653,-0.0418,-0.3004,0.0396,-0.1763,0.0239,0.0085,-0.4623,-0.0083,-0.0085,-0.1167,-0.0479,-0.1228
PLA2R1,0.0219,-0.1341,-0.177,-0.1718,-0.2768,0.1493,-0.1165,0.0314,0.0678,0.0054,0.027,-0.145,-0.3456,-0.3642,-0.034,-0.0218,-0.1284,0.1069,-0.2838,-0.0088,-0.4004,0.6966,-0.0353,-0.102,0.3168,0.1485,-0.0185,-0.1606,-0.6301,-0.4273,-0.3858,-0.1785
FAIM2,-0.0,-0.188,-0.1242,0.0356,-0.217,0.025,-0.009,0.2159,-0.1367,-0.2917,-0.0791,-0.0201,-0.0381,-0.0321,-0.0029,-0.0181,-0.0538,-0.0684,-0.032,-0.109,-0.2132,0.3761,1.2608,-0.2391,0.5022,0.0686,-0.5772,-0.0025,-0.0668,-0.2599,-0.1899,-0.0983
ANO5,-0.0197,-0.1325,-0.0605,-0.0341,-0.0499,-0.0556,-0.0515,-0.0072,-0.1527,-0.0811,-0.0624,0.5063,-0.0706,0.1368,-0.0271,0.064,-0.0405,-0.0268,0.0704,-0.0338,-0.0188,-0.0259,0.1956,-0.1069,-0.3731,-0.076,-0.1161,-0.0543,-0.0674,-0.0467,-0.0439,-0.0672
TMEM8B,0.0053,-0.0768,-0.3525,-0.024,-0.4643,0.2086,-0.0435,-0.0154,-0.3289,0.0472,-0.387,0.3383,-0.005,0.1204,0.0916,0.1636,-0.1607,-0.1721,-0.0875,-0.1913,-0.3066,0.2033,0.0392,-0.1559,0.153,-0.1444,-0.4624,-0.1569,-0.1498,-0.3591,-0.2853,-0.2005
SLC14A1,0.504,-0.0304,-0.3497,-0.0295,-0.026,0.1198,-0.0839,-0.0712,-0.0262,-0.1424,-0.0158,-0.0078,0.0636,-0.0808,-0.011,0.1104,-0.0901,-0.0755,-0.0491,-0.0513,-0.0266,0.1707,0.0593,-0.1865,0.0183,-0.027,-0.0026,0.2699,-0.2308,0.0139,0.1075,-0.0423
XPNPEP2,0.003,-0.0332,-0.1295,-0.0687,-0.0183,-0.0787,-0.3068,0.0636,-0.1731,0.065,-0.0585,-0.0237,-0.2686,-0.2214,0.0578,0.0154,-0.0477,-0.0447,-0.1145,-0.0575,-0.0281,0.0461,-0.0046,-0.001,0.3373,-0.024,0.146,-0.0208,-0.0141,-0.027,-0.1094,-0.0
PTPRS,-0.046,-0.1256,-0.3962,-0.2444,-0.3083,0.3106,-0.3813,-0.0336,-0.1101,0.1504,-0.1818,-0.2661,0.102,0.066,-0.1647,0.2599,-0.3354,-0.101,0.0256,-0.0373,-0.1419,-0.0632,0.0212,-0.1263,0.2853,-0.1613,0.0244,-0.2203,-0.2488,-0.2005,-0.1901,-0.0373
TRABD2B,0.0,-0.0074,-0.1378,-0.1544,-0.0737,0.252,-0.0407,0.0,-0.1245,0.0044,-0.0433,-0.2322,0.0965,0.1667,-0.0969,-0.0002,-0.0814,-0.0537,-0.0492,0.0221,-0.0554,0.1682,-0.0308,-0.1253,0.2905,0.0438,0.0126,-0.0849,-0.0475,-0.1022,0.015,-0.0191
NTNG1,0.0327,-0.0232,-0.1435,-0.0218,-0.078,0.0,-0.0123,0.1793,-0.0264,0.1098,-0.0234,-0.1516,-0.0754,-0.1586,-0.0058,-0.076,-0.1372,-0.0968,-0.1365,0.5427,0.0147,0.0494,1.1353,-0.1289,0.6347,-0.0073,0.2388,-0.0295,-0.002,-0.0503,0.3035,0.1732
ABCB1,0.3095,-0.3301,-0.184,-0.2778,-0.2718,-0.0598,-0.0508,-0.0074,-0.1467,-0.0324,-0.1688,-0.1152,0.0885,0.4669,0.1472,0.0635,-0.1629,-0.1439,0.0369,-0.1002,-0.1329,0.4388,-0.4416,-0.1524,0.2662,0.0515,-0.2058,-0.2086,-0.2207,-0.4464,-0.3399,-0.0876
SLC16A12,0.0,-0.0,-0.0245,-0.0326,-0.0434,0.0094,-0.0,0.0,-0.0077,0.0036,-0.0029,-0.154,0.2954,0.1692,0.0402,-0.0011,-0.1277,-0.0346,-0.0073,-0.0197,-0.0368,-0.2824,0.1923,-0.0053,-0.0598,-0.0053,-0.0479,-0.041,-0.1882,-0.0084,-0.0406,-0.0
BTN2A1,0.0507,-0.1336,-0.1925,-0.1467,-0.2016,0.3064,-0.1051,-0.2429,-0.1372,0.1188,-0.2245,-0.1419,0.1057,-0.0477,0.0206,0.088,-0.1876,-0.2317,0.0381,-0.0842,-0.2947,0.3275,0.0664,-0.2543,0.309,0.011,-0.1595,-0.128,-0.1723,-0.2647,-0.1951,-0.2632
NRXN1,-0.0001,-0.0,-0.0348,-0.0367,-0.0377,-0.0,-0.0154,0.0021,-0.0718,-0.1544,-0.0344,-0.0,-0.005,-0.0073,-0.0,0.2176,-0.0097,-0.0033,-0.0518,-0.0213,-0.0051,0.1001,0.5816,-0.0688,0.003,-0.0334,-0.2194,-0.0576,-0.0036,-0.0321,-0.0389,-0.014
EPHA4,0.1329,0.0471,-0.0404,-0.2438,-0.1257,0.2452,-0.1827,-0.0407,-0.0289,0.0038,0.0373,-0.0516,0.1825,0.0847,0.0105,-0.0186,0.0898,0.1315,-0.3267,-0.1003,-0.3027,0.6434,-0.0352,-0.1673,0.2093,0.033,-0.3383,0.1022,0.1769,-0.3364,-0.1267,-0.0112
NLGN1,0.036,-0.0066,-0.0653,-0.0347,-0.0397,0.3272,-0.0104,0.0147,-0.067,0.3477,-0.0261,-0.03,0.7813,0.5659,0.0,0.4931,-0.0144,0.0138,0.5468,-0.0074,-0.0771,0.0562,0.6047,-0.0359,0.2277,-0.0259,-0.163,-0.0397,-0.0048,-0.0542,-0.0639,-0.0412
GPR12,0.6168,0.2346,-0.1215,-0.0647,-0.0162,0.0,-0.0,-0.0,-0.0,-0.3672,-0.0065,0.0,0.0,0.0,0.0,-0.368,-0.0125,-0.0138,-0.1883,-0.0,0.3181,0.0074,0.0037,-0.0,-0.0066,-0.004,-0.0172,0.0,-0.0,0.0,0.0459,-0.021
CNTN4,-0.011,0.0148,-0.0716,-0.0331,-0.153,0.0578,-0.1184,0.0,-0.0825,-0.1107,-0.0839,-0.0641,0.1614,0.306,-0.0171,-0.1428,-0.1185,-0.0938,0.0064,-0.1145,-0.0785,0.2517,0.0568,-0.0942,0.3294,0.0291,-0.345,0.1123,-0.1507,-0.1588,-0.2162,-0.1048
PCDHB4,0.0084,0.0066,-0.1391,-0.1732,-0.0594,0.2689,-0.0366,0.0,-0.0621,-0.0993,-0.0637,-0.0058,0.3357,0.0609,0.008,-0.0531,-0.1067,-0.1209,-0.0537,-0.073,-0.099,-0.0121,0.2326,-0.043,0.0788,0.0518,-0.0393,-0.007,-0.053,-0.1321,-0.2198,-0.0198
MCAM,-0.1575,0.0098,-0.4763,-0.4115,-0.515,0.6577,-0.2914,0.2646,-0.3693,0.2555,-0.0503,0.167,0.6303,0.2427,0.3415,-0.0092,-0.374,-0.3906,0.4475,-0.1179,-0.2832,0.4221,0.3239,-0.286,0.3811,0.0901,0.1807,-0.3117,-0.196,-0.5648,-0.3411,0.0582
ABCC5,0.1766,-0.1589,-0.1978,0.0766,-0.0165,0.2462,-0.223,-0.2719,-0.0634,-0.1629,-0.0097,0.0593,-0.2281,-0.1115,0.0029,-0.087,-0.0907,0.3672,0.0241,-0.2479,-0.1866,0.2137,-0.0004,-0.2433,-0.4446,-0.3179,-0.1103,-0.1328,-0.4374,-0.2736,-0.1667,-0.0195
TPO,-0.062,-0.0374,-0.0612,-0.2177,-0.0082,-0.0,-0.0609,-0.0423,-0.1195,-0.0107,-0.0412,-0.0361,-0.0,-0.0135,-0.0,-0.0027,-0.0186,-0.0456,-0.0217,-0.0074,-0.0074,-0.0231,-0.0045,0.007,-0.0695,-0.0821,-0.0288,-0.0367,-0.8435,-0.0115,-0.0473,-0.0
SLC6A16,0.0865,-0.0811,-0.1124,-0.1227,-0.1175,-0.1507,-0.0108,0.0472,-0.0774,-0.0064,-0.0504,-0.0363,-0.1227,-0.002,-0.1584,-0.0125,-0.1617,-0.1071,-0.0402,-0.1446,-0.1779,-0.1015,-0.0065,-0.1575,0.0383,-0.059,-0.6298,-0.1548,-0.044,-0.2292,-0.2502,-0.18
IL6R,0.8178,-0.0421,-0.267,-0.1863,-0.2817,-0.3034,-0.3823,-0.158,-0.1188,0.2099,-0.027,-0.1956,0.2101,0.147,-0.0488,0.1943,-0.1259,-0.2718,0.1445,-0.1973,-0.0721,0.1912,-0.2005,-0.1771,-0.5125,-0.01,0.337,-0.0665,-0.1316,-0.3368,-0.3826,-0.1874
LTB4R2,0.4132,-0.1727,-0.1487,-0.1934,0.1423,0.0392,-0.1364,-0.2138,0.2802,0.0095,0.3526,-0.022,0.0394,-0.0244,-0.0547,0.0087,-0.1992,-0.0195,-0.3761,-0.1621,-0.1837,-0.0666,-0.1825,-0.1624,0.0074,-0.0516,-0.2027,0.215,-0.1447,-0.1163,-0.1063,-0.0788
SLC38A2,0.3807,-0.1933,-0.0362,-0.1027,-0.1138,-0.0858,-0.1328,-0.22,0.0495,0.1881,0.1187,0.1114,0.172,0.1015,-0.1589,0.2184,-0.2974,-0.1425,-0.3881,-0.087,-0.2488,0.1197,-0.3118,-0.1943,0.032,-0.0423,0.0631,-0.1704,-0.3363,-0.378,-0.4122,-0.5542
IL18R1,-0.1951,-0.1003,-0.2011,-0.1852,-0.1691,-0.1201,-0.1954,-0.3392,-0.0354,-0.0135,-0.1061,-0.0353,0.1152,-0.0591,-0.1321,-0.0114,-0.489,-0.5151,-0.0895,-0.1325,-0.0831,0.3387,-0.0356,-0.1247,0.0941,-0.0923,0.0207,-0.1223,-0.0974,-0.1432,-0.1353,-0.0
GPR155,0.1855,-0.1316,-0.1824,0.0028,-0.1149,-0.0457,-0.1884,-0.1241,-0.1449,-0.0455,-0.0688,0.0645,0.0546,-0.1049,0.0067,0.0591,-0.0635,0.0005,0.0671,-0.114,-0.0675,-0.1275,0.3274,-0.028,0.0227,-0.3335,-0.0258,-0.0955,-0.1277,-0.0789,-0.0883,-0.0585
ESAM,0.1856,-0.0174,-0.1865,-0.3775,-0.4928,0.2747,-0.1189,-0.0807,-0.1749,0.2997,-0.2224,-0.0767,0.3157,-0.1732,0.2072,0.1308,-0.4951,-0.6605,-0.1384,-0.2456,-0.2839,0.3461,0.1972,-0.2415,0.1815,0.0464,0.2037,-0.2651,-0.1698,-0.4937,-0.4369,-0.4752
CDH5,0.0563,-0.0853,-0.2653,-0.3962,-0.4286,0.2914,-0.1598,0.3471,-0.1554,0.2251,-0.2101,0.043,0.4456,-0.2596,0.2615,0.0845,-0.5445,-0.6959,-0.0989,-0.1687,-0.2813,0.4105,0.1219,-0.175,0.1299,0.1558,0.0321,-0.2426,-0.2009,-0.4016,-0.3604,-0.414
PCDHGC3,0.4998,0.1238,-0.1823,-0.1755,-0.4722,0.3543,-0.2138,0.4668,-0.2221,0.2777,-0.0329,-0.2788,0.2957,0.2416,0.0118,0.3302,-0.36,-0.3159,0.1831,0.1445,-0.3222,0.3848,0.2842,-0.0909,0.6162,0.0022,-0.1827,0.0798,0.0025,-0.3546,-0.1005,0.2348
PLXDC1,0.3704,0.0035,-0.2018,-0.1325,-0.3596,0.6045,-0.2775,0.011,-0.1665,0.05,-0.1636,-0.04,0.4131,-0.1635,0.176,-0.1184,-0.1677,-0.2491,-0.1342,-0.2095,-0.6119,0.4893,0.2564,-0.3268,0.2955,0.042,-0.3751,0.2348,-0.1307,-0.6924,-0.4352,-0.3927
SLC19A2,0.0226,0.0019,-0.1918,0.0082,-0.2137,-0.0792,-0.0414,0.0697,-0.0155,0.1805,-0.2215,0.3108,-0.1264,0.012,-0.0339,0.18,-0.1521,-0.2598,0.0217,-0.3094,-0.4294,0.0819,-0.1272,0.0111,-0.6422,-0.1276,-0.2584,-0.2359,-0.2215,-0.152,-0.1419,-0.088
ADCYAP1R1,-0.0,-0.0214,-0.0069,-0.0827,-0.0442,-0.0043,-0.0101,0.0,-0.0127,0.1545,-0.0226,0.0037,0.0038,-0.0,-0.0022,0.485,-0.0032,-0.0213,-0.0242,-0.0148,-0.1993,-0.0108,1.2389,-0.0131,0.0502,-0.023,-0.0346,-0.0341,-0.0893,-0.1704,-0.1635,-0.0161
PKHD1L1,-0.0213,-0.0768,-0.0606,-0.0964,-0.1091,-0.0162,-0.0756,0.2394,-0.0702,-0.0025,-0.0597,-0.0107,-0.0349,-0.0261,-0.0259,-0.0,-0.2679,-0.2528,-0.0772,0.5095,-0.2125,-0.0032,-0.1447,-0.0314,-0.0492,-0.0745,-0.0588,-0.0271,-0.6592,-0.0527,-0.1168,-0.0163
SLC29A1,0.2023,-0.2171,-0.1884,-0.1262,-0.2053,0.2333,0.0427,0.359,-0.2122,0.2189,-0.1813,0.2034,0.1195,0.0593,0.1823,0.0552,-0.0637,-0.156,0.0364,-0.254,-0.072,0.1183,0.0449,-0.1979,-0.0509,-0.133,0.2564,-0.0904,-0.1842,-0.2713,-0.1621,-0.3125
CDH19,-0.0,-0.0,-0.1175,-0.0829,-0.0114,-0.0356,-0.0473,-0.0,-0.1777,-0.0304,-0.0363,-0.0988,-0.0211,-0.0095,-0.0463,-0.0488,-0.0197,-0.0539,0.7793,-0.0215,-0.0494,0.057,0.0033,-0.047,-0.0519,-0.097,-0.0,-0.0,-0.0049,-0.0506,-0.0314,0.4738
PCSK5,0.1364,-0.0383,-0.1423,-0.2402,-0.2527,0.1875,-0.2733,-0.0081,0.0267,0.2916,-0.0082,-0.0433,0.1948,-0.0459,0.0389,0.1396,-0.2297,-0.1923,-0.091,-0.0798,-0.3056,0.4572,-0.1042,-0.1382,0.4639,0.4828,0.1191,0.0697,-0.093,-0.1951,-0.1614,-0.0109
TMEM63A,0.2912,-0.3603,-0.2862,-0.1209,-0.281,0.1803,0.097,-0.29,0.0573,-0.1302,-0.406,-0.3172,-0.057,-0.0017,-0.0997,0.0065,-0.1112,-0.3355,-0.135,-0.4162,-0.3098,0.054,-0.5105,-0.2868,-0.0268,0.1,0.2022,-0.2363,-0.3282,-0.21,-0.3734,-0.3548
SLITRK1,-0.0,-0.0455,-0.0256,-0.0299,-0.0,0.0,-0.0054,0.0,-0.0486,-0.306,-0.0202,0.0,0.0,0.0,0.0,0.7229,0.0,0.0,-0.0747,0.201,-0.0,-0.0288,0.2012,-0.0,0.1098,-0.0107,0.0027,0.0,-0.0,-0.0,0.05,-0.0219
APCDD1,0.213,-0.1911,-0.5395,-0.3835,-0.3652,0.9336,0.1158,-0.0495,-0.1168,0.2913,0.1488,0.1133,0.3148,-0.0851,-0.0104,0.4148,-0.2725,-0.166,-0.6061,-0.3596,-0.2094,0.4171,-0.3116,-0.0975,0.5105,-0.0217,0.2248,-0.3546,-0.1047,-0.1503,-0.1325,-0.3824
SELP,0.8712,-0.1065,-0.2394,-0.3077,-0.3015,0.0542,-0.2201,0.12,-0.2101,0.0056,-0.1486,-0.2063,0.0612,-0.1954,-0.0523,0.0009,-0.3775,-0.4071,-0.04,-0.0476,-0.189,0.5439,0.0597,-0.1652,0.0232,0.0938,-0.0416,-0.1891,-0.0904,-0.3522,-0.2875,-0.1482
CD302,1.1296,-0.2247,-0.4282,-0.2402,-0.4801,-0.4988,-0.1856,-0.2908,-0.0006,0.4282,-0.2939,-0.1129,0.3411,0.0098,-0.0745,0.1737,-0.2658,-0.523,-0.0787,-0.0984,-0.3927,0.2036,-0.189,0.0818,0.4349,0.0556,-0.2074,-0.3146,-0.2018,-0.3616,-0.3172,-0.1854
SHISA4,-0.0916,-0.0835,-0.1229,0.0528,-0.4602,0.4102,-0.1957,-0.0942,-0.2761,0.0268,-0.2423,-0.0933,-0.0363,0.0665,0.2671,0.0813,0.044,-0.103,0.3219,-0.0342,-0.0776,0.3143,-0.2404,-0.0976,-0.4383,-0.0854,-0.4038,-0.4489,-0.019,-0.1991,-0.0645,-0.0743
PTPRB,-0.0318,-0.2373,-0.2745,-0.3428,-0.2923,0.1246,-0.0122,0.0008,-0.0841,-0.0946,-0.2221,-0.1618,0.2423,-0.2699,-0.0052,0.0958,-0.5263,-0.6004,-0.0614,-0.2153,-0.1771,0.3481,0.0365,-0.1474,-0.0088,0.1034,0.0058,-0.2297,-0.2489,-0.3743,-0.3352,-0.2318
GRIA2,-0.0,-0.0558,-0.0037,-0.1037,-0.0329,-0.0,-0.0,-0.0,-0.0138,-0.3037,-0.014,-0.0644,-0.0098,-0.0099,-0.017,0.1802,-0.0059,-0.0083,-0.1659,-0.0,-0.1412,-0.0125,1.3087,-0.0069,-0.0419,-0.0336,-0.067,-0.0,-0.0078,-0.372,-0.3608,-0.0228
SLC22A15,0.2556,-0.0924,-0.0904,-0.0318,-0.1245,0.5183,-0.0106,-0.0578,0.0344,-0.1769,-0.0638,0.2641,-0.0595,-0.0075,0.0251,-0.1757,-0.2432,-0.2642,-0.2123,-0.0621,-0.0529,0.111,-0.0593,-0.098,0.1956,-0.0605,0.0122,-0.1136,-0.0967,-0.0364,-0.0235,-0.0349
TNFRSF14,0.1998,-0.3084,-0.2523,-0.3712,-0.3515,0.0551,-0.2853,-0.1032,-0.2345,0.1351,-0.3816,-0.177,0.0152,-0.0371,-0.104,-0.1054,-0.3569,-0.467,0.2308,-0.2577,-0.4424,0.328,-0.391,-0.2304,0.398,-0.1472,-0.1185,-0.0038,-0.3065,-0.3174,-0.5638,0.2563
CCR10,-0.0309,-0.0185,-0.0945,-0.0955,-0.2109,0.0059,-0.0311,0.1715,-0.1053,0.0181,-0.0803,-0.021,-0.0257,-0.0426,-0.0047,-0.1128,-0.1241,-0.0611,-0.0805,-0.1042,-0.228,0.007,0.5655,-0.0517,0.0083,-0.0091,-0.1326,-0.0434,-0.1063,-0.1495,-0.2995,-0.1229
SORCS1,0.0485,-0.0804,-0.0248,-0.0957,-0.019,0.034,-0.0213,-0.0,-0.0334,-0.094,-0.0089,-0.0,-0.0434,-0.0875,-0.025,0.0564,-0.0042,-0.0087,0.332,-0.0,-0.0762,-0.0244,0.9119,-0.0188,0.0106,-0.0343,-0.0943,0.1117,-0.1065,-0.0248,-0.0821,-0.0296
STIM1,0.2185,-0.1402,-0.2489,-0.1172,-0.2597,0.0945,-0.1974,-0.166,-0.1394,0.0412,-0.0498,0.4645,0.232,0.1972,0.0716,0.0841,-0.1007,-0.0728,-0.1762,-0.2255,-0.3419,0.2466,0.0762,-0.0339,-0.1427,-0.0271,-0.2825,-0.0774,-0.0282,-0.3487,-0.4277,-0.1507
CDHR3,0.0057,-0.0547,-0.0826,-0.1631,-0.132,-0.0732,-0.2436,0.1319,-0.0984,-0.1103,-0.1158,-0.0472,0.1842,0.0956,-0.0592,-0.1312,-0.2065,-0.2373,-0.0843,-0.1062,-0.266,0.1356,0.2506,-0.1016,0.27,-0.1276,-0.3252,-0.1126,-0.1688,-0.1102,-0.0809,-0.116
GPC3,0.0,-0.218,-0.3367,-0.5708,-0.2549,0.4434,-0.1771,0.0033,0.0576,0.1611,-0.2388,0.0745,-0.3695,-0.3518,1.4096,0.0723,-0.6826,-0.3633,-0.2974,0.026,-0.3028,0.2413,-0.1757,-0.0324,0.3725,-0.1282,0.389,-0.1834,-0.349,-0.1983,0.568,-0.1801
CD300LG,0.0057,-0.1028,-0.0293,-0.4415,-0.0137,-0.0,-0.0377,-0.0083,-0.0128,-0.0005,-0.0021,-0.0399,-0.0291,-0.041,0.0024,0.0664,-0.1183,-0.0411,-0.1048,-0.1144,-0.0295,-0.0572,-0.1004,-0.0247,-0.2547,-0.0283,-0.3029,-0.0595,-0.0708,-0.0,-0.019,-0.017
SLITRK2,0.0,-0.0,-0.0075,-0.0043,-0.0287,-0.0085,-0.0027,-0.0,-0.0098,0.0305,-0.0014,-0.0317,-0.032,-0.058,-0.0056,0.2774,-0.0192,-0.063,0.0839,0.1291,-0.039,-0.0042,-0.0041,-0.0081,0.0773,-0.0084,0.1243,0.0108,-0.0121,-0.0922,-0.0544,-0.0224
ADRA2A,0.2581,0.0615,-0.2441,-0.3796,-0.5078,0.4542,-0.1082,0.249,-0.0301,-0.0664,-0.1994,-0.0185,-0.0514,-0.0594,-0.0179,-0.0141,-0.0854,-0.1552,-0.2148,-0.167,-0.2342,0.1332,0.0651,-0.1449,0.1558,0.3684,-0.2312,-0.1615,-0.2701,-0.2336,-0.1836,-0.1933
ECSCR,0.0176,-0.0123,-0.2936,-0.3507,-0.4608,0.4761,-0.2074,0.4047,-0.3234,0.5744,-0.2033,-0.1283,0.3213,-0.3801,0.3503,0.2165,-0.4472,-0.5543,-0.1801,-0.1976,-0.3983,0.4936,0.2048,-0.196,0.298,0.0766,0.1371,-0.234,-0.2147,-0.4703,-0.4626,-0.4442
LRRC4B,0.0042,0.0052,-0.0726,-0.0275,-0.1513,0.0859,-0.0195,0.0214,-0.1325,-0.0432,-0.063,-0.0051,0.0987,-0.0249,-0.0016,-0.0139,-0.1082,-0.1047,0.0067,-0.098,-0.1964,0.0588,1.2598,-0.0771,0.2197,-0.0348,0.2311,-0.0727,-0.0912,-0.2306,-0.2392,0.1556
ADRA2C,0.002,-0.0215,-0.1707,-0.2282,-0.5982,0.9851,-0.064,-0.0116,-0.0394,-0.0992,-0.1608,-0.1073,-0.2395,-0.2675,0.1496,-0.1507,-0.1299,-0.1728,-0.1121,-0.1246,0.222,0.1715,-0.096,-0.4118,-0.0206,0.0351,0.0893,-0.1566,-0.0088,-0.2896,-0.3583,0.0835
SGCE,0.2077,-0.2063,-0.3604,-0.1755,-0.5149,0.2682,-0.41,0.2853,-0.3374,0.2479,-0.3997,-0.0797,0.2544,0.269,0.1783,0.1445,-0.1878,-0.2378,0.2712,-0.0278,-0.2338,0.3216,-0.0021,-0.1688,0.6805,0.0565,-0.1128,-0.1317,-0.0715,-0.413,-0.1768,-0.4449
MERTK,0.4434,-0.1864,-0.3402,-0.314,-0.424,-0.2048,-0.31,-0.2239,-0.1673,0.1914,-0.3618,0.2324,0.0667,-0.0691,-0.0595,0.2441,-0.2442,-0.1677,0.0587,-0.3032,-0.2892,-0.0228,-0.5508,-0.0924,0.3947,-0.2022,-0.3462,-0.1849,-0.1152,-0.2424,-0.2313,-0.0776
CACHD1,0.3443,-0.296,-0.2602,-0.341,-0.3176,0.2696,-0.0929,-0.0044,0.0152,0.1541,-0.1188,-0.1076,0.012,-0.1121,0.0093,0.1823,-0.1662,-0.0176,-0.215,-0.0908,-0.2298,-0.0258,-0.2241,-0.2997,0.1513,-0.0827,0.0314,-0.1003,-0.1049,-0.2531,-0.1639,-0.1093
THSD1,0.1174,-0.0433,-0.1574,-0.2842,-0.1789,0.0935,-0.086,0.0041,-0.0389,0.1911,0.2446,-0.0447,0.1914,-0.0618,0.0475,0.0559,-0.4021,-0.3532,-0.2388,-0.0719,-0.1005,0.2786,0.0896,-0.1729,0.1109,0.051,-0.1106,-0.1559,-0.2111,-0.2468,-0.296,-0.0529
EMCN,0.0375,-0.2602,-0.3179,-0.3517,-0.4129,0.3142,-0.1685,0.2595,-0.2002,0.2413,-0.2858,-0.4165,0.0652,-0.5508,0.3134,0.1558,-0.4619,-0.5484,-0.1192,-0.2121,-0.3155,0.3311,0.0209,-0.125,0.1752,0.0969,0.0462,-0.2503,-0.2832,-0.4978,-0.4331,0.2587
GPR173,0.1899,-0.1312,-0.1433,-0.0955,-0.1311,0.0287,-0.0343,-0.0,-0.0755,0.1233,-0.0526,-0.0114,-0.0679,0.0767,-0.0038,0.2724,-0.1116,-0.1159,-0.1319,0.0794,-0.2154,0.2274,0.4557,-0.0706,0.636,-0.0314,0.027,-0.0202,-0.0912,-0.2278,-0.1062,-0.0646
